priority_rank,meter_id,zone_id,zone_name,alert_tier,risk_score,l1_score,if_score,peer_score,signals_triggered,anomaly_rate,low_flag_rate,frac_very_low,frac_very_high,autocorr,reason_codes,zone_risk_level,full_alert_reason
60,M08005,Z08,Electronic City,Low,0.0804395768433259,0.0126157407407407,0.1586484199345772,0.050258798440943,0,0.0126157407407407,0.0,0.0,0.0,0.3462319101119234,Low temporal consistency (autocorr=0.35) — consumption pattern irregular,Low,Minor Anomaly Flagged: Minor deviation of significant detected. Zone peer average recorded higher consumption than this meter. Anomaly persisted across 3 consecutive 15-minute readings (0.8h). LOW: Monitor for recurrence before dispatching.
61,M04004,Z04,Whitefield,Low,0.0793825173503674,0.0129629629629629,0.1497771997709144,0.0597384016198584,0,0.0129629629629629,0.0,0.0,0.0,0.3506507910879014,Low temporal consistency (autocorr=0.35) — consumption pattern irregular,Low,Minor Anomaly Flagged: Minor deviation of significant detected. Zone peer average recorded higher consumption than this meter. Anomaly persisted across 3 consecutive 15-minute readings (0.8h). LOW: Monitor for recurrence before dispatching.
62,M01003,Z01,Jayanagar,Low,0.0775527559215985,0.174074074074074,0.0292073576950255,0.0197755476706494,1,0.1168981481481481,0.174074074074074,0.0121527777777777,0.0013888888888888,0.9851492128742472,Minor multi-signal deviation from expected consumption pattern,Low,Minor Anomaly Flagged: Minor deviation of significant detected. Zone peer average recorded higher consumption than this meter. Anomaly persisted across 3 consecutive 15-minute readings (0.8h). LOW: Monitor for recurrence before dispatching.
63,M05004,Z05,Rajajinagar,Low,0.0762320029919082,0.1725694444444444,5.2798577732104945e-09,0.0633307812976382,1,0.1150462962962963,0.1725694444444444,0.1935185185185185,0.0,0.985041745436506,Consumption below 20% of zone mean for 19% of time (possible bypass),Low,Minor Anomaly Flagged: Minor deviation of significant detected. Zone peer average recorded higher consumption than this meter. Anomaly persisted across 3 consecutive 15-minute readings (0.8h). LOW: Monitor for recurrence before dispatching.
64,M03005,Z03,Indiranagar,Low,0.0752619895986746,0.1564814814814814,0.0511481861696025,0.0001367864492602,1,0.1444444444444444,0.1564814814814814,0.105787037037037,0.0,0.9777591215144504,Minor multi-signal deviation from expected consumption pattern,Low,Minor Anomaly Flagged: Minor deviation of significant detected. Zone peer average recorded higher consumption than this meter. Anomaly persisted across 3 consecutive 15-minute readings (0.8h). LOW: Monitor for recurrence before dispatching.
65,M06008,Z06,HSR Layout,Low,0.0743902462545706,0.1575231481481481,0.0453051076386973,0.0045404053889595,1,0.1434027777777777,0.1575231481481481,0.1059027777777777,0.0,0.9776758017236412,Minor multi-signal deviation from expected consumption pattern,Low,Minor Anomaly Flagged: Minor deviation of significant detected. Zone peer average recorded higher consumption than this meter. Anomaly persisted across 3 consecutive 15-minute readings (0.8h). LOW: Monitor for recurrence before dispatching.
66,M06001,Z06,HSR Layout,Low,0.0721705056395602,0.1568287037037037,0.042176269302104,0.0016398064896894,1,0.1434027777777777,0.1568287037037037,0.0,0.0047453703703703,0.977960253791194,Minor multi-signal deviation from expected consumption pattern,Low,Minor Anomaly Flagged: Minor deviation of significant detected. Zone peer average recorded higher consumption than this meter. Anomaly persisted across 3 consecutive 15-minute readings (0.8h). LOW: Monitor for recurrence before dispatching.
67,M03006,Z03,Indiranagar,Low,0.0696954267081532,0.1575231481481481,0.0362648906638676,0.0002254743630172,1,0.143287037037037,0.1575231481481481,0.105787037037037,0.0,0.9782259911253892,Minor multi-signal deviation from expected consumption pattern,Low,Minor Anomaly Flagged: Minor deviation of significant detected. Zone peer average recorded higher consumption than this meter. Anomaly persisted across 3 consecutive 15-minute readings (0.8h). LOW: Monitor for recurrence before dispatching.
68,M06007,Z06,HSR Layout,Low,0.0672296753221237,0.1591435185185185,0.025910604951771,0.0046608074397353,1,0.1443287037037037,0.1591435185185185,0.1049768518518518,0.0,0.9780736439172238,Minor multi-signal deviation from expected consumption pattern,Low,Minor Anomaly Flagged: Minor deviation of significant detected. Zone peer average recorded higher consumption than this meter. Anomaly persisted across 3 consecutive 15-minute readings (0.8h). LOW: Monitor for recurrence before dispatching.
69,M07009,Z07,Malleshwaram,Low,0.0643300070465833,0.1733796296296296,2.5063464637042902e-09,0.0145885426946976,1,0.1153935185185185,0.1733796296296296,0.0222222222222222,0.0005787037037037,0.9847882308658192,Minor multi-signal deviation from expected consumption pattern,Low,Minor Anomaly Flagged: Minor deviation of significant detected. Zone peer average recorded higher consumption than this meter. Anomaly persisted across 3 consecutive 15-minute readings (0.8h). LOW: Monitor for recurrence before dispatching.
70,M01009,Z01,Jayanagar,Low,0.0630246331695958,0.171412037037037,0.0032484353064221,0.0069241843362562,1,0.1118055555555555,0.171412037037037,0.0,0.0424768518518518,0.9779058514568056,Periodic high spikes: 4% readings exceed 3x zone mean (illegal equipment risk),Low,Minor Anomaly Flagged: Minor deviation of significant detected. Zone peer average recorded higher consumption than this meter. Anomaly persisted across 3 consecutive 15-minute readings (0.8h). LOW: Monitor for recurrence before dispatching.
71,M01002,Z01,Jayanagar,Low,0.0624406980783435,0.1734953703703703,2.79687906168391e-09,0.0068692693198491,1,0.1160879629629629,0.1734953703703703,0.0,0.0423611111111111,0.9827972437306244,Periodic high spikes: 4% readings exceed 3x zone mean (illegal equipment risk),Low,Minor Anomaly Flagged: Minor deviation of significant detected. Zone peer average recorded higher consumption than this meter. Anomaly persisted across 3 consecutive 15-minute readings (0.8h). LOW: Monitor for recurrence before dispatching.
72,M03010,Z03,Indiranagar,Low,0.056333669674555,0.1596064814814815,0.0010387576972408,0.0002235923085606,1,0.1451388888888889,0.1596064814814815,0.1045138888888888,0.0,0.9780931540501396,Minor multi-signal deviation from expected consumption pattern,Low,Minor Anomaly Flagged: Minor deviation of significant detected. Zone peer average recorded higher consumption than this meter. Anomaly persisted across 3 consecutive 15-minute readings (0.8h). LOW: Monitor for recurrence before dispatching.
73,M06003,Z06,HSR Layout,Low,0.0558645038219816,0.1563657407407407,2.628148920713613e-09,0.0045459740458511,1,0.1430555555555555,0.1563657407407407,0.1055555555555555,0.0,0.978694511008877,Minor multi-signal deviation from expected consumption pattern,Low,Minor Anomaly Flagged: Minor deviation of significant detected. Zone peer average recorded higher consumption than this meter. Anomaly persisted across 3 consecutive 15-minute readings (0.8h). LOW: Monitor for recurrence before dispatching.
74,M03004,Z03,Indiranagar,Low,0.0550944103016205,0.1571759259259259,2.3790115433186543e-09,0.0003313411037674,1,0.1431712962962963,0.1571759259259259,0.1043981481481481,0.0,0.97823052111867,Minor multi-signal deviation from expected consumption pattern,Low,Minor Anomaly Flagged: Minor deviation of significant detected. Zone peer average recorded higher consumption than this meter. Anomaly persisted across 3 consecutive 15-minute readings (0.8h). LOW: Monitor for recurrence before dispatching.
75,M08003,Z08,Electronic City,Low,0.0519424429870909,0.0071759259259259,0.0897446025497411,0.0541321115724816,0,0.0071759259259259,0.0,0.0,0.0,0.3513378012131935,Low temporal consistency (autocorr=0.35) — consumption pattern irregular,Low,Minor Anomaly Flagged: Minor deviation of significant detected. Zone peer average recorded higher consumption than this meter. Anomaly persisted across 3 consecutive 15-minute readings (0.8h). LOW: Monitor for recurrence before dispatching.
76,M04010,Z04,Whitefield,Low,0.0371224583833268,0.0086805555555555,0.0107692514123723,0.1191062534957338,0,0.0086805555555555,0.0,0.0,0.0,0.3520327697001812,Low temporal consistency (autocorr=0.35) — consumption pattern irregular,Low,Minor Anomaly Flagged: Minor deviation of significant detected. Zone peer average recorded higher consumption than this meter. Anomaly persisted across 3 consecutive 15-minute readings (0.8h). LOW: Monitor for recurrence before dispatching.
77,M04005,Z04,Whitefield,Low,0.0352369373515469,0.0157407407407407,3.086344735336865e-09,0.1189107074309991,0,0.0157407407407407,0.0,0.0,0.0,0.3515524240216641,Low temporal consistency (autocorr=0.35) — consumption pattern irregular,Low,Minor Anomaly Flagged: Minor deviation of significant detected. Zone peer average recorded higher consumption than this meter. Anomaly persisted across 3 consecutive 15-minute readings (0.8h). LOW: Monitor for recurrence before dispatching.
78,M08010,Z08,Electronic City,Low,0.0348333700821298,0.0116898148148148,0.0455097104732665,0.0501522028305521,0,0.0116898148148148,0.0,0.0,0.0,0.3498864667556413,Low temporal consistency (autocorr=0.35) — consumption pattern irregular,Low,Minor Anomaly Flagged: Minor deviation of significant detected. Zone peer average recorded higher consumption than this meter. Anomaly persisted across 3 consecutive 15-minute readings (0.8h). LOW: Monitor for recurrence before dispatching.
79,M08004,Z08,Electronic City,Low,0.0343692854848013,0.0071759259259259,0.0482049480104372,0.0503029288262095,0,0.0071759259259259,0.0,0.0,0.0,0.354533067375062,Low temporal consistency (autocorr=0.35) — consumption pattern irregular,Low,Minor Anomaly Flagged: Minor deviation of significant detected. Zone peer average recorded higher consumption than this meter. Anomaly persisted across 3 consecutive 15-minute readings (0.8h). LOW: Monitor for recurrence before dispatching.
80,M08001,Z08,Electronic City,Low,0.0140745362991386,0.0042824074074074,2.862426073946267e-09,0.0503027702463025,0,0.0042824074074074,0.0,0.0,0.0,0.351190257347493,Low temporal consistency (autocorr=0.35) — consumption pattern irregular,Low,Minor Anomaly Flagged: Minor deviation of significant detected. Zone peer average recorded higher consumption than this meter. Anomaly persisted across 3 consecutive 15-minute readings (0.8h). LOW: Monitor for recurrence before dispatching.
